Genreid,Day 
12517,day,31034
11794,day,31035
9804,night,31036
4467,day,31037
9313,night,31038
9856,day,31039
6651,day,31040
4689,night,31041
13489,night,31042
13489,day,31043
4039,day,31044
47,night,31045
1839,night,31046
16208,night,31047
16227,day,31048
15518,night,31049
3821,day,31050
629,night,31051
15481,day,31052
2023,day,31053
4602,night,31054
14676,day,31055
1997,day,31056
14620,day,31057
10763,day,31058
1502,day,31059
15297,day,31060
1007,night,31061
2943,night,31062
3763,day,31063
8981,day,31064
11858,day,31065
15315,day,31066
7199,night,31067
3822,day,31068
11617,night,31069
10542,night,31070
1489,day,31071
924,day,31072
14667,night,31073
15831,day,31074
3821,night,31075
653,day,31076
15307,night,31077
3946,day,31078
1433,night,31079
6600,day,31080
9785,night,31081
11213,night,31082
14425,day,31083
4141,night,31084
12546,day,31085
11403,night,31086
793,day,31087
6966,day,31088
14490,day,31089
11225,day,31090
4908,night,31091
6222,night,31092
16277,day,31093
1934,night,31094
11975,night,31095
86,day,31096
10939,day,31097
14310,day,31098
8630,night,31099
953,day,31100
3810,night,31101
8956,day,31102
8970,day,31103
9125,day,31104
8925,night,31105
5213,night,31106
16704,day,31107
2252,day,31108
807,day,31109
12712,day,31110
988,day,31111
8778,day,31112
3990,day,31113
10329,night,31114
922,night,31115
11197,day,31116
8798,night,31117
905,night,31118
1484,day,31119
10339,day,31120
14602,night,31121
9775,night,31122
7575,day,31123
1981,night,31124
9070,day,31125
10426,day,31126
5920,day,31127
8612,day,31128
1276,night,31129
13398,night,31130
9908,day,31131
7500,day,31132
12621,day,31133
4509,day,31134
10634,night,31135
7513,day,31136
7010,day,31137
6471,night,31138
6713,day,31139
6212,day,31140
5430,day,31141
3173,night,31142
5678,day,31143
16559,night,31144
14362,day,31145
12077,night,31146
489,day,31147
11822,night,31148
7540,day,31149
16290,day,31150
3307,night,31151
4095,day,31152
4366,day,31153
2473,night,31154
12971,night,31155
7491,day,31156
10694,day,31157
4455,day,31158
11260,night,31159
3820,day,31160
2212,day,31161
14928,day,31162
3175,day,31163
3760,day,31164
562,day,31165
14987,day,31166
3148,day,31167
988,day,31168
4231,night,31169
12468,night,31170
4027,day,31171
15246,night,31172
13732,night,31173
16059,day,31174
11501,night,31175
7914,day,31176
10475,day,31177
8204,day,31178
12086,day,31179
5838,day,31180
12447,day,31181
3386,day,31182
14300,day,31183
14845,night,31184
12898,day,31185
13511,day,31186
3600,day,31187
7545,day,31188
379,day,31189
8784,night,31190
12220,night,31191
1823,day,31192
6707,day,31193
889,night,31194
4036,day,31195
4747,day,31196
2199,night,31197
12443,night,31198
12522,day,31199
15360,night,31200
5987,day,31201
13225,day,31202
5338,night,31203
15325,day,31204
4110,day,31205
11180,day,31206
12124,day,31207
7746,day,31208
10087,day,31209
4505,day,31210
10163,day,31211
7916,night,31212
6076,day,31213
5784,day,31214
7701,day,31215
11797,day,31216
6895,day,31217
11620,night,31218
3930,night,31219
6970,night,31220
2172,night,31221
9555,day,31222
16215,day,31223
1714,day,31224
16449,night,31225
7727,day,31226
14433,day,31227
10520,day,31228
1131,day,31229
6013,night,31230
4147,night,31231
15878,night,31232
7194,night,31233
8084,day,31234
14647,day,31235
8984,night,31236
10738,night,31237
15524,day,31238
8787,night,31239
915,night,31240
4162,day,31241
8901,night,31242
6354,day,31243
4896,night,31244
9414,day,31245
8112,day,31246
6490,day,31247
2680,night,31248
5612,day,31249
9882,night,31250
11527,day,31251
10592,day,31252
14189,day,31253
539,day,31254
13949,night,31255
2535,night,31256
8349,night,31257
11710,day,31258
10256,day,31259
8747,day,31260
14402,day,31261
215,night,31262
13860,day,31263
11421,night,31264
11367,day,31265
6529,night,31266
14536,night,31267
15224,day,31268
7374,night,31269
13311,day,31270
11068,day,31271
11750,night,31272
11657,night,31273
7368,day,31274
2188,day,31275
1927,day,31276
8104,day,31277
11213,night,31278
2637,day,31279
15874,night,31280
15001,night,31281
14947,day,31282
16218,night,31283
3058,day,31284
15741,day,31285
13226,night,31286
3671,day,31287
16553,day,31288
8983,day,31289
873,night,31290
2935,day,31291
4567,night,31292
8131,day,31293
9007,night,31294
9653,day,31295
16311,night,31296
5987,night,31297
4080,day,31298
14921,day,31299
11983,day,31300
3578,night,31301
868,night,31302
6785,night,31303
6304,day,31304
16609,day,31305
3799,day,31306
550,night,31307
7688,night,31308
9908,night,31309
16343,day,31310
5012,night,31311
9788,day,31312
3938,day,31313
6593,night,31314
11376,day,31315
8605,day,31316
6261,day,31317
8929,night,31318
4580,day,31319
14433,night,31320
5109,day,31321
5514,night,31322
9686,night,31323
11649,day,31324
2724,day,31325
10068,night,31326
1100,day,31327
8646,day,31328
13802,day,31329
6936,day,31330
7596,day,31331
4173,night,31332
3716,day,31333
9990,night,31334
16613,day,31335
12984,night,31336
9352,night,31337
3820,day,31338
12029,night,31339
13786,night,31340
15230,day,31341
15576,day,31342
4007,day,31343
11354,day,31344
12930,night,31345
7201,night,31346
7021,day,31347
10071,day,31348
3459,day,31349
2265,night,31350
14163,day,31351
14508,day,31352
2472,day,31353
4326,day,31354
2909,day,31355
12586,day,31356
1189,night,31357
16476,night,31358
12134,night,31359
8681,night,31360
5049,night,31361
11365,day,31362
7199,day,31363
14486,day,31364
3669,day,31365
6305,night,31366
8741,day,31367
15685,day,31368
8436,day,31369
6815,day,31370
2392,day,31371
1903,day,31372
1680,night,31373
10223,day,31374
1454,day,31375
1300,day,31376
12701,night,31377
11423,day,31378
12595,day,31379
4252,day,31380
4423,night,31381
15695,day,31382
3166,night,31383
16255,day,31384
7845,night,31385
13337,day,31386
1415,day,31387
14848,night,31388
7211,day,31389
14868,day,31390
16729,day,31391
4369,night,31392
13603,day,31393
15096,night,31394
2427,day,31395
10105,day,31396
6640,day,31397
3043,day,31398
6706,day,31399
10107,day,31400
7692,night,31401
11217,night,31402
5297,day,31403
7693,night,31404
5583,day,31405
12465,day,31406
4025,night,31407
14383,day,31408
6911,night,31409
559,night,31410
16609,day,31411
1698,night,31412
7516,day,31413
12143,day,31414
8235,night,31415
15833,night,31416
9497,day,31417
7737,day,31418
10661,day,31419
7738,day,31420
13170,day,31421
8271,night,31422
4228,night,31423
2520,night,31424
11822,day,31425
11954,night,31426
4159,day,31427
60,night,31428
16409,day,31429
16130,night,31430
6008,day,31431
7171,day,31432
13127,day,31433
11254,night,31434
13321,night,31435
11269,day,31436
904,night,31437
1992,night,31438
6999,night,31439
2133,night,31440
16199,day,31441
15498,day,31442
11042,night,31443
15881,day,31444
6156,night,31445
5463,day,31446
15138,night,31447
813,night,31448
16017,day,31449
7733,day,31450
9057,night,31451
3771,day,31452
748,night,31453
8347,day,31454
14444,day,31455
1255,night,31456
12302,day,31457
10610,night,31458
15430,day,31459
3893,day,31460
8309,day,31461
11158,day,31462
2413,night,31463
4169,night,31464
15611,day,31465
5805,day,31466
15493,night,31467
5048,night,31468
11532,day,31469
9326,day,31470
7544,night,31471
2119,day,31472
11635,night,31473
10136,night,31474
13022,night,31475
15324,night,31476
7582,night,31477
1289,night,31478
11164,day,31479
11745,night,31480
9401,day,31481
6414,night,31482
13885,night,31483
13382,day,31484
12655,day,31485
2222,day,31486
14853,night,31487
14006,day,31488
15431,day,31489
4910,day,31490
3063,day,31491
8179,night,31492
1034,day,31493
5274,night,31494
14458,night,31495
15355,day,31496
6677,day,31497
447,night,31498
5146,night,31499
10002,night,31500
6154,night,31501
8847,night,31502
12737,night,31503
356,night,31504
10270,day,31505
4489,night,31506
1191,day,31507
294,night,31508
3875,day,31509
7429,night,31510
10153,day,31511
9862,day,31512
2079,night,31513
12397,day,31514
15327,day,31515
3719,day,31516
5398,night,31517
13589,night,31518
6929,day,31519
12320,night,31520
11400,night,31521
8791,day,31522
7525,night,31523
6111,day,31524
2872,night,31525
14940,night,31526
3468,day,31527
6122,day,31528
2006,day,31529
11727,day,31530
11322,day,31531
10610,day,31532
9165,night,31533
12797,night,31534
10525,day,31535
15646,day,31536
8664,night,31537
141,day,31538
16158,night,31539
5557,day,31540
14646,day,31541
8936,day,31542
13897,night,31543
14252,night,31544
3935,day,31545
5291,night,31546
3916,day,31547
14357,day,31548
10617,night,31549
14894,night,31550
9960,night,31551
14829,night,31552
7859,day,31553
11447,night,31554
14776,day,31555
6049,day,31556
6658,day,31557
6343,night,31558
2613,night,31559
4971,day,31560
10977,night,31561
7011,day,31562
10495,day,31563
5331,day,31564
4831,night,31565
2981,night,31566
6203,day,31567
13981,day,31568
3939,night,31569
12769,night,31570
13057,day,31571
5874,day,31572
4059,day,31573
2766,day,31574
9697,day,31575
11371,night,31576
713,day,31577
15255,night,31578
142,night,31579
3707,day,31580
1805,day,31581
7030,day,31582
6679,night,31583
8119,night,31584
14403,night,31585
9206,day,31586
10501,day,31587
79,night,31588
768,day,31589
8638,day,31590
6770,day,31591
1760,day,31592
4650,day,31593
14729,night,31594
266,day,31595
1405,night,31596
9713,day,31597
9333,day,31598
6621,night,31599
4155,night,31600
12486,day,31601
11567,day,31602
5278,night,31603
12695,day,31604
15452,night,31605
13194,day,31606
10878,night,31607
14442,night,31608
13498,night,31609
13632,night,31610
5603,night,31611
13598,day,31612
8732,night,31613
7155,day,31614
868,day,31615
2351,night,31616
7674,night,31617
3076,day,31618
11662,day,31619
5199,night,31620
4156,night,31621
7976,night,31622
4242,night,31623
5256,night,31624
7803,day,31625
13983,day,31626
3502,day,31627
5849,day,31628
4017,night,31629
7906,night,31630
14176,night,31631
15659,night,31632
8376,day,31633
13083,day,31634
10510,night,31635
9068,night,31636
4352,night,31637
3079,day,31638
4070,night,31639
2024,night,31640
3236,day,31641
9189,night,31642
228,night,31643
14452,day,31644
946,night,31645
11845,day,31646
16537,day,31647
781,day,31648
5102,day,31649
7131,night,31650
12429,night,31651
900,day,31652
5037,night,31653
1234,day,31654
5033,day,31655
11727,night,31656
9501,day,31657
4652,night,31658
2145,day,31659
1580,day,31660
4942,night,31661
4889,day,31662
15095,day,31663
8159,night,31664
8957,day,31665
7648,day,31666
1904,day,31667
14752,day,31668
13056,day,31669
14965,day,31670
4038,day,31671
6739,night,31672
7804,night,31673
14946,night,31674
818,day,31675
13243,night,31676
11974,night,31677
7085,day,31678
12389,night,31679
13533,day,31680
10844,night,31681
10276,day,31682
8638,night,31683
11942,day,31684
13204,night,31685
5329,day,31686
1318,day,31687
15818,day,31688
9049,day,31689
11148,night,31690
13051,day,31691
9869,night,31692
9854,night,31693
14254,day,31694
13994,night,31695
2478,night,31696
5767,day,31697
15100,night,31698
15431,night,31699
6561,night,31700
16071,day,31701
7805,day,31702
2630,night,31703
12628,day,31704
12548,night,31705
622,day,31706
6365,night,31707
5103,day,31708
7246,night,31709
14845,day,31710
16260,day,31711
5653,night,31712
14774,night,31713
10499,day,31714
11107,night,31715
10373,day,31716
4721,night,31717
1573,day,31718
114,day,31719
2582,day,31720
8160,day,31721
11626,night,31722
15638,day,31723
5073,night,31724
12340,day,31725
9173,day,31726
10531,day,31727
15677,night,31728
10094,night,31729
8329,day,31730
3142,day,31731
14678,night,31732
13546,day,31733
2789,day,31734
9749,day,31735
3951,night,31736
3151,night,31737
9449,day,31738
9573,night,31739
14001,day,31740
3992,day,31741
9292,night,31742
13464,day,31743
3305,night,31744
6448,day,31745
6507,day,31746
3989,day,31747
15633,day,31748
7607,night,31749
8755,night,31750
27,night,31751
13524,night,31752
9597,day,31753
4301,night,31754
6132,day,31755
1996,day,31756
12961,day,31757
11967,day,31758
6146,day,31759
362,day,31760
14802,night,31761
9816,day,31762
5401,day,31763
11945,night,31764
7550,day,31765
4529,night,31766
11675,night,31767
13556,day,31768
4959,day,31769
11714,day,31770
6081,day,31771
5361,day,31772
14001,day,31773
4431,day,31774
485,day,31775
15534,day,31776
5632,night,31777
6603,night,31778
13519,night,31779
13054,night,31780
3597,night,31781
9804,day,31782
8948,night,31783
15154,day,31784
7092,day,31785
3279,day,31786
12559,day,31787
15634,night,31788
979,day,31789
12519,day,31790
3108,day,31791
16306,day,31792
8339,day,31793
8533,day,31794
3600,night,31795
11029,night,31796
3874,day,31797
16187,day,31798
16221,night,31799
14003,day,31800
14048,day,31801
10863,night,31802
13240,night,31803
2716,day,31804
14532,night,31805
1282,day,31806
13727,day,31807
5676,day,31808
11996,night,31809
10359,day,31810
3307,day,31811
7315,night,31812
8772,day,31813
11721,day,31814
10060,day,31815
4660,day,31816
13589,night,31817
12997,night,31818
11899,night,31819
13405,day,31820
6264,day,31821
13688,day,31822
13870,day,31823
14027,night,31824
418,day,31825
9796,night,31826
8796,day,31827
11667,day,31828
16647,day,31829
4771,day,31830
9939,night,31831
8741,night,31832
1137,night,31833
1387,day,31834
4976,night,31835
9506,day,31836
13150,day,31837
520,day,31838
6787,day,31839
11809,night,31840
10674,day,31841
14563,day,31842
6481,night,31843
9048,night,31844
11357,night,31845
16357,day,31846
8273,night,31847
13648,day,31848
2901,day,31849
1892,day,31850
15827,night,31851
1900,day,31852
11857,day,31853
14951,day,31854
15562,day,31855
4582,night,31856
7847,night,31857
12856,day,31858
4321,night,31859
3564,night,31860
4374,day,31861
1673,day,31862
8604,day,31863
4181,night,31864
4349,night,31865
3661,day,31866
8841,day,31867
11376,night,31868
2536,night,31869
15725,day,31870
15072,day,31871
8416,night,31872
8221,night,31873
8871,night,31874
15624,day,31875
2226,night,31876
5309,day,31877
12504,night,31878
12954,day,31879
2652,day,31880
10258,day,31881
12576,day,31882
6189,night,31883
14884,day,31884
11968,day,31885
1399,day,31886
11953,day,31887
3802,day,31888
2991,day,31889
16572,night,31890
1718,day,31891
11591,day,31892
16054,day,31893
12375,day,31894
11119,night,31895
9889,day,31896
113,night,31897
13786,day,31898
14537,day,31899
16062,night,31900
11149,day,31901
14452,night,31902
437,night,31903
4803,day,31904
6572,day,31905
6484,night,31906
8116,night,31907
13672,night,31908
12638,day,31909
7160,day,31910
14390,day,31911
15393,night,31912
3737,day,31913
2436,night,31914
4180,night,31915
11199,night,31916
6822,night,31917
4189,day,31918
11273,night,31919
5102,night,31920
3864,day,31921
6386,night,31922
7873,night,31923
4130,night,31924
16309,day,31925
13905,day,31926
1794,day,31927
1594,night,31928
12831,night,31929
8674,day,31930
3639,night,31931
13452,night,31932
10738,night,31933
16248,day,31934
9582,day,31935
3682,day,31936
63,night,31937
11041,night,31938
4388,day,31939
2836,day,31940
7390,night,31941
15694,night,31942
6799,day,31943
4484,night,31944
1116,night,31945
10221,night,31946
10223,day,31947
14256,night,31948
1895,day,31949
7355,day,31950
1128,night,31951
13214,day,31952
2755,night,31953
9051,day,31954
9865,day,31955
5103,night,31956
11456,day,31957
8948,day,31958
15803,night,31959
5103,night,31960
2480,night,31961
7569,day,31962
6975,night,31963
3496,day,31964
7834,day,31965
13862,night,31966
8357,day,31967
14282,day,31968
1857,day,31969
8762,night,31970
8718,day,31971
13334,night,31972
10672,day,31973
9580,night,31974
8078,day,31975
7066,night,31976
2003,day,31977
3772,day,31978
11044,day,31979
4599,night,31980
15544,day,31981
8655,night,31982
4213,night,31983
1021,night,31984
7661,day,31985
13433,day,31986
5962,night,31987
3961,night,31988
9708,day,31989
13923,night,31990
9212,night,31991
3130,day,31992
5585,day,31993
9842,day,31994
9000,night,31995
16149,day,31996
4299,day,31997
2435,day,31998
14690,day,31999
6468,day,32000
7082,night,32001
6392,day,32002
15067,night,32003
16111,night,32004
8946,night,32005
1791,day,32006
12,day,32007
6272,night,32008
13897,night,32009
3957,day,32010
2200,night,32011
13836,day,32012
6321,day,32013
14889,day,32014
1378,day,32015
5623,night,32016
5451,day,32017
7193,day,32018
8702,night,32019
11178,day,32020
2207,day,32021
4959,night,32022
4633,day,32023
2975,day,32024
2674,day,32025
5369,day,32026
15160,day,32027
13147,night,32028
8674,night,32029
6378,day,32030
5458,night,32031
13255,night,32032
11499,night,32033
7114,day,32034
6057,day,32035
10693,night,32036
11962,night,32037
11309,day,32038
5354,day,32039
15361,day,32040
10394,day,32041
5409,day,32042
1145,day,32043
11013,day,32044
1822,day,32045
11812,day,32046
4367,day,32047
7674,day,32048
6883,day,32049
5672,day,32050
9898,day,32051
12471,night,32052
5984,night,32053
12009,day,32054
1201,night,32055
8432,night,32056
14025,night,32057
4832,day,32058
295,night,32059
15263,night,32060
10396,night,32061
13894,night,32062
4057,day,32063
14582,day,32064
4573,night,32065
9786,night,32066
13285,day,32067
8866,day,32068
3724,night,32069
2064,night,32070
1964,day,32071
14088,night,32072
4250,night,32073
1914,day,32074
6895,day,32075
13157,night,32076
11876,day,32077
3954,day,32078
13701,day,32079
2715,night,32080
95,day,32081
8973,night,32082
3056,night,32083
9372,day,32084
4341,day,32085
15463,day,32086
12902,day,32087
2719,day,32088
4779,night,32089
7068,day,32090
10503,day,32091
3171,night,32092
13056,day,32093
7947,day,32094
11701,night,32095
4713,day,32096
7256,night,32097
1749,night,32098
6927,night,32099
14368,night,32100
7863,day,32101
13503,day,32102
12485,night,32103
14670,day,32104
10340,night,32105
16609,day,32106
1277,day,32107
13319,night,32108
1196,night,32109
8458,day,32110
877,day,32111
14831,night,32112
5909,day,32113
12322,night,32114
11626,day,32115
2964,night,32116
11319,day,32117
12863,night,32118
4913,night,32119
14217,day,32120
10688,day,32121
11916,day,32122
3833,night,32123
12181,day,32124
111,night,32125
1017,day,32126
3358,night,32127
9128,night,32128
15267,night,32129
18,night,32130
4356,day,32131
9807,night,32132
15940,day,32133
4318,day,32134
9366,day,32135
6939,day,32136
14393,night,32137
975,day,32138
9946,day,32139
1278,night,32140
5151,night,32141
14475,night,32142
3843,day,32143
11124,night,32144
646,night,32145
9444,day,32146
8426,day,32147
9012,day,32148
14448,day,32149
13173,night,32150
5929,night,32151
16435,day,32152
15436,day,32153
7136,day,32154
11519,day,32155
13436,day,32156
2923,night,32157
1132,night,32158
16016,night,32159
16500,day,32160
83,day,32161
15079,day,32162
2096,night,32163
4768,day,32164
10745,day,32165
13749,day,32166
1454,day,32167
7912,day,32168
9673,night,32169
10651,day,32170
11525,day,32171
13427,day,32172
6216,day,32173
2278,day,32174
3293,day,32175
4997,day,32176
6642,night,32177
1776,day,32178
10326,night,32179
4469,night,32180
3152,night,32181
12427,day,32182
12850,day,32183
1561,night,32184
3785,night,32185
6960,day,32186
6980,day,32187
392,night,32188
15657,night,32189
7427,night,32190
7489,day,32191
12574,day,32192
11070,night,32193
10992,day,32194
91,night,32195
5071,day,32196
7542,day,32197
13760,day,32198
11234,day,32199
15801,day,32200
4619,night,32201
10100,day,32202
11647,night,32203
13596,day,32204
2982,night,32205
12721,day,32206
2492,day,32207
581,day,32208
6113,day,32209
7835,night,32210
12945,night,32211
1738,night,32212
894,day,32213
2244,night,32214
1804,day,32215
1791,day,32216
1603,night,32217
14992,day,32218
6851,day,32219
11262,day,32220
6439,day,32221
4163,day,32222
15941,night,32223
13377,day,32224
13559,day,32225
15729,day,32226
9224,day,32227
8428,night,32228
4944,night,32229
5871,day,32230
5913,day,32231
9255,day,32232
14201,day,32233
171,night,32234
4807,night,32235
6057,day,32236
1100,day,32237
9758,day,32238
8811,night,32239
12911,day,32240
1863,day,32241
7968,day,32242
2450,night,32243
7893,day,32244
248,night,32245
16589,day,32246
5575,day,32247
3091,day,32248
7137,night,32249
12944,day,32250
11837,day,32251
4767,night,32252
14174,day,32253
6900,night,32254
12332,night,32255
10400,day,32256
5836,day,32257
6945,day,32258
6264,day,32259
6999,day,32260
3951,night,32261
5629,day,32262
13793,day,32263
9008,night,32264
7004,night,32265
15973,day,32266
5118,day,32267
11034,day,32268
14550,day,32269
13190,day,32270
13990,night,32271
14718,night,32272
7415,day,32273
5553,day,32274
10817,night,32275
11154,day,32276
5117,day,32277
497,day,32278
9781,day,32279
1303,day,32280
13399,day,32281
11163,day,32282
8844,day,32283
8497,night,32284
6927,day,32285
10133,night,32286
3522,day,32287
3773,day,32288
3746,night,32289
8994,day,32290
13328,day,32291
3781,day,32292
3060,night,32293
1833,day,32294
4383,night,32295
7892,day,32296
8902,day,32297
2364,day,32298
12324,day,32299
14083,night,32300
8817,day,32301
14055,day,32302
2474,night,32303
7232,day,32304
1679,day,32305
6905,day,32306
15039,night,32307
4823,night,32308
12754,day,32309
5167,night,32310
14775,day,32311
1747,night,32312
6527,night,32313
4125,day,32314
14126,night,32315
4829,day,32316
10645,night,32317
2971,day,32318
15188,day,32319
2914,day,32320
9823,day,32321
14755,day,32322
12106,day,32323
7594,day,32324
3588,day,32325
10414,night,32326
417,night,32327
911,day,32328
10387,day,32329
8826,night,32330
11711,day,32331
15423,day,32332
6931,day,32333
10812,day,32334
8966,night,32335
2623,night,32336
5106,day,32337
15479,day,32338
7741,night,32339
4110,night,32340
14814,day,32341
15424,night,32342
11489,night,32343
10861,day,32344
15324,day,32345
11929,day,32346
3573,day,32347
1500,day,32348
7768,night,32349
144,night,32350
11904,day,32351
15273,night,32352
15401,night,32353
263,day,32354
9957,night,32355
4587,night,32356
2052,day,32357
16484,day,32358
9515,night,32359
6632,day,32360
10079,night,32361
11304,day,32362
10503,day,32363
14626,day,32364
3037,night,32365
3704,day,32366
9880,night,32367
15393,night,32368
9521,day,32369
4944,day,32370
8161,night,32371
988,day,32372
2446,day,32373
9565,night,32374
2020,day,32375
8100,day,32376
3324,day,32377
11263,day,32378
2344,day,32379
5148,night,32380
8435,day,32381
932,night,32382
7381,night,32383
11705,day,32384
66,day,32385
12950,night,32386
4901,day,32387
16043,day,32388
6323,day,32389
10888,day,32390
2004,day,32391
7186,day,32392
4418,day,32393
11253,night,32394
4672,night,32395
6388,night,32396
576,day,32397
4094,day,32398
1880,day,32399
1371,day,32400
14845,day,32401
9572,day,32402
8047,day,32403
11168,night,32404
6706,day,32405
7584,day,32406
11304,night,32407
10256,night,32408
4433,night,32409
2490,day,32410
2368,night,32411
1008,night,32412
8998,day,32413
7257,day,32414
14150,day,32415
12414,night,32416
14892,day,32417
5724,day,32418
6162,day,32419
2291,night,32420
3469,day,32421
2188,night,32422
3265,day,32423
8374,day,32424
12306,night,32425
10643,night,32426
15994,night,32427
9870,night,32428
11770,day,32429
258,night,32430
11686,night,32431
4116,day,32432
6409,night,32433
4738,day,32434
15591,day,32435
4341,day,32436
14503,day,32437
16676,day,32438
3301,day,32439
1874,day,32440
11522,day,32441
1468,night,32442
7466,day,32443
11291,day,32444
3355,day,32445
2068,night,32446
6861,day,32447
8420,day,32448
6132,day,32449
13078,night,32450
6720,night,32451
7618,night,32452
7538,night,32453
143,day,32454
14844,day,32455
8380,night,32456
7968,day,32457
2487,night,32458
11742,night,32459
13457,night,32460
674,day,32461
1730,day,32462
5342,night,32463
6873,day,32464
6118,day,32465
3248,day,32466
14008,day,32467
13929,day,32468
14440,day,32469
5861,night,32470
6223,day,32471
9326,night,32472
795,day,32473
8891,night,32474
6383,day,32475
13518,day,32476
1336,night,32477
10708,day,32478
3850,night,32479
7807,night,32480
5498,day,32481
12522,day,32482
5476,night,32483
15140,day,32484
7130,night,32485
575,night,32486
6278,night,32487
2749,night,32488
565,day,32489
10033,day,32490
16241,day,32491
8922,day,32492
12574,day,32493
14623,night,32494
9380,day,32495
829,night,32496
4130,day,32497
7796,night,32498
11715,day,32499
10980,day,32500
309,day,32501
680,night,32502
423,day,32503
11373,day,32504
7113,day,32505
16133,day,32506
9826,night,32507
9335,night,32508
12258,day,32509
2457,day,32510
12279,night,32511
738,day,32512
15609,night,32513
7198,day,32514
15624,day,32515
3250,day,32516
2263,night,32517
10957,day,32518
8889,day,32519
8182,night,32520
12575,night,32521
3572,night,32522
9081,night,32523
4241,day,32524
9167,day,32525
4186,night,32526
7821,day,32527
6001,day,32528
4190,day,32529
11914,night,32530
167,day,32531
9911,night,32532
10117,day,32533
9777,day,32534
11753,day,32535
11360,day,32536
16548,night,32537
9911,day,32538
4912,night,32539
6491,day,32540
2817,night,32541
13560,day,32542
13371,day,32543
6887,day,32544
14555,day,32545
15090,night,32546
8519,day,32547
3669,day,32548
12339,day,32549
6439,day,32550
316,day,32551
12304,day,32552
11485,day,32553
15563,night,32554
13351,night,32555
14058,day,32556
9374,day,32557
10004,night,32558
9238,day,32559
9698,day,32560
15010,day,32561
16706,night,32562
4926,day,32563
400,day,32564
2841,day,32565
9850,night,32566
4015,night,32567
6998,day,32568
1949,day,32569
11715,day,32570
10529,day,32571
6937,night,32572
15862,day,32573
1325,night,32574
15201,day,32575
11358,day,32576
15642,day,32577
12794,night,32578
10481,night,32579
1748,night,32580
12400,day,32581
10518,night,32582
5002,day,32583
13379,day,32584
8435,day,32585
15750,day,32586
4825,night,32587
7413,night,32588
13667,day,32589
10367,night,32590
5890,night,32591
1548,day,32592
770,night,32593
10768,night,32594
11468,day,32595
6639,night,32596
14450,night,32597
11679,day,32598
13672,day,32599
5220,day,32600
13490,day,32601
16431,night,32602
5363,day,32603
374,day,32604
15900,night,32605
1547,day,32606
1325,day,32607
15874,day,32608
5373,day,32609
10582,day,32610
3572,day,32611
14066,day,32612
6087,day,32613
14979,night,32614
2609,day,32615
15265,night,32616
8739,day,32617
2257,day,32618
2848,night,32619
13684,night,32620
6269,day,32621
16511,night,32622
5696,night,32623
16665,day,32624
602,night,32625
5197,night,32626
6669,night,32627
6649,day,32628
8257,day,32629
7354,day,32630
15166,night,32631
12372,night,32632
14914,night,32633
5789,day,32634
3223,day,32635
5612,day,32636
16709,day,32637
488,night,32638
8444,night,32639
14960,day,32640
11853,day,32641
8910,night,32642
5743,day,32643
695,day,32644
10383,night,32645
2089,day,32646
16536,day,32647
1486,night,32648
9659,night,32649
5192,day,32650
679,day,32651
12052,night,32652
10373,night,32653
9937,night,32654
9168,day,32655
12272,night,32656
14475,day,32657
1536,night,32658
11336,day,32659
16688,night,32660
7146,night,32661
4872,day,32662
7214,night,32663
15928,night,32664
12627,night,32665
13628,day,32666
6888,night,32667
15749,day,32668
1768,day,32669
15061,night,32670
8883,day,32671
11826,day,32672
8902,day,32673
8477,day,32674
3927,night,32675
8606,day,32676
12677,day,32677
5584,day,32678
8634,night,32679
13002,night,32680
14354,day,32681
16446,night,32682
8914,day,32683
8162,day,32684
15528,day,32685
11937,day,32686
2568,day,32687
11273,day,32688
9316,night,32689
16514,day,32690
2286,day,32691
12584,day,32692
6583,day,32693
8903,day,32694
9984,day,32695
3715,night,32696
14616,day,32697
889,day,32698
8271,day,32699
1537,day,32700
10555,night,32701
14823,night,32702
9347,day,32703
10938,day,32704
13509,night,32705
16098,day,32706
12662,night,32707
5328,day,32708
14888,night,32709
11196,night,32710
11349,day,32711
5401,day,32712
14415,day,32713
15672,day,32714
16090,day,32715
9164,day,32716
16326,day,32717
1934,night,32718
3794,day,32719
5017,day,32720
15212,day,32721
12261,night,32722
8012,day,32723
3033,day,32724
4011,day,32725
3202,night,32726
9921,day,32727
1460,night,32728
7965,night,32729
1671,day,32730
16073,day,32731
11371,day,32732
11519,day,32733
11016,day,32734
11373,night,32735
15878,night,32736
14484,day,32737
2623,night,32738
3251,day,32739
13229,night,32740
1947,day,32741
6678,day,32742
12718,day,32743
4257,day,32744
12302,night,32745
870,night,32746
7190,day,32747
3225,day,32748
11791,day,32749
2570,night,32750
12658,day,32751
6579,day,32752
3005,day,32753
2901,night,32754
4938,day,32755
8705,night,32756
8585,day,32757
5195,day,32758
2442,night,32759
12951,day,32760
16442,day,32761
4477,night,32762
11585,day,32763
9888,night,32764
9399,night,32765
9070,night,32766
7228,day,32767
15607,day,32768
10417,night,32769
7954,night,32770
12975,night,32771
14815,day,32772
13685,day,32773
7608,day,32774
12011,day,32775
232,day,32776
1087,day,32777
12914,night,32778
7206,day,32779
13937,day,32780
7888,night,32781
11853,day,32782
15259,day,32783
15860,day,32784
2349,day,32785
16516,day,32786
16262,day,32787
16653,day,32788
8547,night,32789
6750,day,32790
7824,day,32791
4188,day,32792
12104,day,32793
5892,night,32794
