Genreid,Day 
15546,Tuesday
3000,Monday
2562,Tuesday
4743,Tuesday
1544,Tuesday
11101,Wednesday
6396,Thursday
10026,Monday
9107,Friday
11205,Saturday
8837,Saturday
14242,Wednesday
4465,Tuesday
1276,Monday
16261,Wednesday
9641,Sunday
7805,Friday
963,Tuesday
7369,Thursday
11344,Friday
16232,Tuesday
11227,Saturday
16099,Wednesday
8788,Thursday
2193,Sunday
12242,Friday
4152,Sunday
3404,Monday
12001,Tuesday
16238,Friday
320,Wednesday
10870,Monday
10462,Friday
2583,Friday
15937,Sunday
8668,Saturday
2823,Monday
8113,Wednesday
5181,Saturday
2697,Tuesday
8973,Thursday
2466,Sunday
16343,Wednesday
8220,Thursday
5947,Sunday
6784,Friday
11830,Monday
1791,Monday
11500,Friday
13998,Saturday
7701,Sunday
2671,Sunday
8991,Tuesday
3110,Thursday
11252,Sunday
6342,Friday
14295,Saturday
1979,Monday
5218,Monday
16053,Sunday
1844,Wednesday
5347,Thursday
10186,Wednesday
13684,Tuesday
16276,Tuesday
11583,Tuesday
11238,Friday
3615,Saturday
8527,Sunday
5558,Friday
10821,Monday
1337,Thursday
5159,Friday
157,Tuesday
5741,Thursday
12410,Thursday
845,Thursday
3738,Sunday
16712,Monday
8555,Tuesday
10080,Tuesday
7165,Thursday
6847,Thursday
9799,Wednesday
4205,Friday
14987,Monday
10397,Monday
950,Sunday
3205,Tuesday
372,Monday
4104,Monday
4201,Friday
5516,Thursday
2518,Friday
8098,Monday
8444,Saturday
2452,Sunday
3355,Sunday
789,Friday
2442,Tuesday
13890,Wednesday
11673,Monday
11845,Wednesday
16522,Tuesday
15753,Monday
7420,Monday
7707,Thursday
16531,Monday
12521,Tuesday
9581,Sunday
1128,Wednesday
4239,Saturday
2377,Thursday
9221,Saturday
7891,Wednesday
4338,Tuesday
8736,Monday
11596,Monday
5632,Saturday
2879,Saturday
15542,Friday
1860,Saturday
489,Monday
7512,Saturday
13601,Tuesday
14085,Sunday
13438,Saturday
3866,Saturday
15519,Friday
1022,Wednesday
2143,Tuesday
7596,Saturday
14103,Saturday
14684,Tuesday
6305,Friday
13962,Friday
8460,Friday
2687,Sunday
16174,Monday
7443,Sunday
13960,Wednesday
7415,Tuesday
9906,Thursday
3023,Monday
2503,Monday
4273,Thursday
15380,Sunday
5,Monday
16234,Tuesday
13298,Tuesday
1911,Thursday
1869,Thursday
2767,Tuesday
15841,Monday
8972,Sunday
10054,Tuesday
13805,Monday
2685,Tuesday
9936,Monday
16558,Thursday
12711,Thursday
8534,Sunday
578,Thursday
11512,Wednesday
1729,Thursday
3094,Tuesday
2341,Monday
8279,Friday
9869,Saturday
15686,Thursday
7801,Sunday
16344,Sunday
14320,Sunday
1907,Wednesday
2839,Sunday
2536,Sunday
8297,Monday
9866,Wednesday
644,Thursday
15578,Thursday
1743,Friday
11277,Wednesday
11476,Friday
995,Monday
15938,Sunday
15126,Sunday
15484,Thursday
3565,Wednesday
2391,Wednesday
4466,Tuesday
115,Sunday
2296,Sunday
3286,Thursday
2064,Wednesday
13810,Sunday
7946,Monday
8709,Tuesday
16125,Thursday
14834,Sunday
6031,Monday
9432,Saturday
9585,Friday
15360,Tuesday
10766,Thursday
8812,Thursday
4291,Saturday
18,Saturday
13308,Friday
14293,Monday
10580,Monday
16618,Tuesday
5103,Monday
7826,Wednesday
1083,Thursday
5786,Saturday
12948,Sunday
1792,Thursday
6396,Thursday
4311,Thursday
6070,Wednesday
3632,Tuesday
9635,Friday
13885,Friday
15878,Wednesday
15831,Saturday
9840,Thursday
203,Monday
6419,Thursday
6306,Saturday
1063,Tuesday
4889,Thursday
5302,Tuesday
8504,Friday
13146,Wednesday
10554,Friday
9468,Thursday
2427,Saturday
2303,Thursday
3933,Friday
8697,Friday
1049,Sunday
12428,Thursday
13827,Monday
3858,Thursday
9420,Thursday
7897,Thursday
12228,Monday
12076,Tuesday
7489,Wednesday
8101,Friday
9204,Tuesday
12351,Saturday
2744,Sunday
13778,Monday
1548,Saturday
10885,Sunday
4678,Tuesday
11281,Sunday
2438,Wednesday
345,Monday
16551,Friday
5033,Friday
8754,Friday
16056,Wednesday
12201,Saturday
8672,Tuesday
1879,Tuesday
7538,Tuesday
9961,Tuesday
10787,Saturday
12882,Wednesday
11111,Friday
14947,Thursday
931,Monday
102,Tuesday
13964,Monday
2073,Friday
445,Monday
8327,Tuesday
5805,Tuesday
10247,Thursday
11830,Sunday
14061,Monday
9262,Saturday
11143,Thursday
10414,Sunday
10023,Saturday
582,Monday
155,Monday
10000,Tuesday
10693,Wednesday
11506,Tuesday
6957,Thursday
961,Monday
6219,Sunday
7370,Friday
16227,Wednesday
8542,Wednesday
4552,Monday
15201,Thursday
14583,Monday
3500,Monday
8416,Sunday
10998,Saturday
16238,Thursday
7534,Saturday
9275,Friday
10194,Sunday
4075,Thursday
8288,Monday
1328,Tuesday
6660,Friday
15254,Saturday
2278,Wednesday
13268,Saturday
1447,Tuesday
2162,Monday
582,Tuesday
9215,Sunday
13428,Monday
14931,Friday
10860,Monday
588,Monday
14994,Wednesday
147,Friday
15217,Thursday
8710,Wednesday
29,Wednesday
1787,Thursday
10776,Thursday
12980,Tuesday
779,Monday
1261,Wednesday
10937,Friday
14803,Sunday
15439,Friday
2839,Wednesday
89,Sunday
11064,Saturday
5838,Tuesday
10533,Tuesday
9380,Tuesday
14722,Sunday
13888,Sunday
6827,Monday
8369,Thursday
14015,Friday
1792,Monday
13646,Tuesday
5543,Wednesday
12110,Sunday
7261,Thursday
11299,Sunday
16420,Friday
165,Monday
11859,Wednesday
5346,Friday
14586,Monday
2670,Saturday
5917,Thursday
2054,Friday
15580,Friday
1437,Thursday
13446,Saturday
4435,Saturday
8622,Thursday
14911,Tuesday
10075,Tuesday
12006,Saturday
14222,Monday
8055,Wednesday
12015,Tuesday
2975,Tuesday
9661,Tuesday
4357,Friday
1445,Sunday
10820,Thursday
2685,Monday
3294,Monday
1004,Monday
14496,Tuesday
4160,Tuesday
11685,Friday
3880,Thursday
10826,Tuesday
5776,Sunday
8763,Monday
12858,Monday
2585,Saturday
3532,Wednesday
16300,Tuesday
12201,Monday
15716,Thursday
13376,Friday
12147,Monday
4208,Friday
14429,Friday
6885,Thursday
152,Monday
16031,Wednesday
13027,Monday
7627,Sunday
2061,Wednesday
2843,Thursday
15452,Sunday
13760,Friday
8560,Wednesday
5135,Tuesday
7755,Wednesday
10151,Monday
5301,Monday
4496,Wednesday
4139,Friday
12470,Monday
10360,Wednesday
14819,Saturday
8882,Tuesday
2128,Monday
2842,Thursday
5462,Tuesday
16357,Sunday
6476,Friday
3907,Wednesday
6622,Monday
7608,Monday
7928,Monday
12470,Tuesday
3069,Sunday
4921,Sunday
14749,Thursday
7565,Tuesday
6437,Saturday
4861,Monday
10385,Sunday
3459,Saturday
1048,Monday
7654,Friday
6502,Thursday
3723,Monday
16539,Wednesday
5145,Monday
15481,Friday
11761,Monday
12685,Wednesday
16736,Friday
14162,Wednesday
4888,Friday
3849,Saturday
929,Saturday
10694,Friday
7166,Wednesday
4339,Wednesday
14094,Tuesday
3783,Monday
15391,Thursday
6423,Friday
15174,Friday
13818,Monday
16446,Wednesday
9067,Sunday
5926,Wednesday
3246,Friday
2740,Sunday
14895,Friday
7883,Wednesday
5394,Tuesday
709,Sunday
3573,Monday
1599,Tuesday
15566,Saturday
16332,Saturday
9205,Saturday
14319,Saturday
12357,Monday
7751,Thursday
6260,Friday
4031,Tuesday
13141,Monday
9830,Friday
137,Monday
11492,Sunday
5070,Sunday
7440,Tuesday
3335,Friday
14718,Monday
3242,Saturday
10898,Friday
6100,Monday
5057,Wednesday
2035,Monday
16560,Saturday
10872,Saturday
3414,Thursday
7104,Wednesday
10226,Sunday
5111,Saturday
16669,Tuesday
1530,Tuesday
5569,Monday
5039,Wednesday
3617,Monday
1199,Saturday
11486,Tuesday
13361,Wednesday
970,Tuesday
1831,Thursday
10961,Sunday
7171,Sunday
15291,Wednesday
12532,Tuesday
12003,Tuesday
12427,Thursday
2378,Monday
4842,Sunday
13973,Sunday
5338,Monday
6643,Thursday
2682,Saturday
1649,Tuesday
12718,Monday
540,Friday
14051,Sunday
2090,Saturday
14450,Wednesday
4963,Thursday
9905,Thursday
6796,Friday
5417,Saturday
5043,Monday
10479,Wednesday
15986,Friday
8753,Wednesday
3318,Saturday
3987,Tuesday
4161,Tuesday
7052,Tuesday
15900,Friday
14221,Thursday
16455,Sunday
3211,Monday
9465,Wednesday
5387,Saturday
12318,Friday
8235,Thursday
16308,Thursday
584,Saturday
15919,Tuesday
4113,Sunday
2290,Wednesday
9980,Wednesday
5488,Tuesday
12797,Saturday
764,Thursday
4272,Sunday
439,Saturday
15022,Wednesday
15358,Wednesday
13667,Monday
131,Saturday
6554,Thursday
5747,Wednesday
15739,Sunday
3691,Tuesday
13925,Friday
12550,Saturday
3573,Monday
10553,Monday
3155,Friday
783,Thursday
5731,Friday
13971,Tuesday
1470,Tuesday
5052,Thursday
11135,Saturday
7623,Thursday
3682,Wednesday
13752,Thursday
4457,Wednesday
14220,Tuesday
4887,Thursday
14101,Sunday
8177,Tuesday
7238,Saturday
9849,Wednesday
9736,Tuesday
15019,Thursday
14725,Wednesday
14881,Friday
15111,Saturday
11166,Sunday
4312,Sunday
9224,Friday
10442,Saturday
8561,Thursday
12036,Sunday
12857,Saturday
16144,Thursday
5668,Monday
2911,Friday
5130,Thursday
10787,Tuesday
2639,Wednesday
7326,Tuesday
14991,Monday
9941,Wednesday
14364,Wednesday
2882,Thursday
16012,Thursday
6346,Tuesday
16719,Tuesday
10337,Thursday
4551,Friday
13697,Thursday
15085,Sunday
8706,Saturday
528,Thursday
31,Monday
12389,Saturday
15890,Tuesday
4018,Tuesday
3278,Thursday
15765,Wednesday
6118,Saturday
14279,Thursday
6641,Tuesday
10453,Friday
13216,Thursday
6533,Tuesday
12318,Thursday
7353,Sunday
15238,Thursday
3470,Wednesday
1651,Sunday
16379,Monday
9395,Friday
1840,Thursday
6600,Thursday
14408,Monday
13700,Monday
14722,Wednesday
11775,Tuesday
623,Tuesday
12911,Monday
12273,Friday
7683,Saturday
13778,Sunday
13440,Monday
13508,Wednesday
8247,Friday
12549,Saturday
13245,Wednesday
8485,Friday
555,Sunday
13336,Saturday
10587,Sunday
11105,Tuesday
3302,Tuesday
9551,Saturday
10611,Wednesday
5279,Wednesday
15883,Saturday
9409,Thursday
4755,Thursday
13251,Sunday
8825,Wednesday
11599,Wednesday
6356,Thursday
6634,Sunday
14881,Wednesday
6222,Thursday
14505,Friday
16222,Sunday
7511,Monday
12157,Friday
13228,Thursday
9534,Friday
14943,Tuesday
13227,Saturday
2082,Sunday
5643,Saturday
8196,Tuesday
12471,Sunday
8208,Thursday
15370,Saturday
12479,Thursday
14073,Monday
4672,Sunday
8041,Sunday
2730,Tuesday
2097,Wednesday
12957,Saturday
6409,Tuesday
12159,Monday
11771,Tuesday
15554,Monday
5140,Thursday
13718,Monday
5701,Tuesday
6711,Saturday
14200,Tuesday
10678,Wednesday
12063,Saturday
15383,Friday
3269,Thursday
8442,Thursday
14731,Wednesday
11821,Thursday
3234,Sunday
6912,Monday
665,Monday
10704,Wednesday
9576,Wednesday
4774,Friday
6920,Wednesday
10410,Thursday
1347,Thursday
6968,Saturday
8225,Sunday
4118,Sunday
5723,Tuesday
1326,Saturday
12739,Monday
12899,Sunday
13100,Monday
1762,Friday
15615,Sunday
6846,Tuesday
11099,Thursday
14166,Saturday
5455,Tuesday
4465,Tuesday
15364,Wednesday
15862,Sunday
6305,Monday
6572,Saturday
3592,Monday
8394,Monday
5323,Saturday
7496,Wednesday
12512,Sunday
15307,Tuesday
5549,Sunday
7896,Wednesday
7990,Saturday
6303,Tuesday
8699,Monday
924,Sunday
13152,Saturday
10386,Wednesday
260,Saturday
12851,Monday
15925,Tuesday
4669,Tuesday
9088,Tuesday
14782,Friday
14803,Thursday
12610,Wednesday
11199,Thursday
9006,Thursday
15004,Saturday
13972,Monday
10438,Saturday
7234,Saturday
8133,Monday
16377,Tuesday
8318,Tuesday
5045,Saturday
764,Thursday
6609,Monday
1923,Friday
821,Thursday
13059,Wednesday
2469,Sunday
5676,Saturday
16138,Monday
537,Monday
11184,Sunday
1177,Tuesday
762,Wednesday
4247,Tuesday
9200,Tuesday
14833,Monday
1705,Sunday
10860,Friday
13602,Sunday
16686,Monday
555,Monday
3447,Monday
12243,Sunday
15446,Thursday
16730,Friday
14968,Sunday
625,Friday
15090,Thursday
6569,Friday
771,Sunday
9021,Wednesday
7247,Sunday
6033,Sunday
6784,Tuesday
11838,Monday
4256,Saturday
4253,Thursday
7040,Tuesday
14625,Tuesday
7436,Friday
16170,Sunday
16387,Saturday
7529,Sunday
4882,Wednesday
7412,Sunday
15871,Friday
9515,Monday
14449,Monday
10753,Wednesday
9951,Wednesday
13344,Friday
1200,Friday
7443,Thursday
4414,Friday
11267,Friday
14477,Friday
3373,Friday
11543,Friday
5115,Sunday
10011,Monday
2854,Thursday
12240,Sunday
12502,Thursday
6614,Thursday
7480,Sunday
546,Monday
11138,Wednesday
15,Monday
3522,Friday
7466,Saturday
12969,Tuesday
4760,Sunday
13956,Thursday
9883,Monday
8772,Monday
6004,Friday
10121,Wednesday
11698,Sunday
15712,Saturday
2032,Tuesday
11147,Saturday
12029,Saturday
10904,Thursday
2352,Saturday
10899,Wednesday
16525,Sunday
6726,Wednesday
2287,Friday
12716,Saturday
81,Friday
15875,Thursday
5194,Tuesday
8122,Sunday
13871,Tuesday
1132,Tuesday
5687,Monday
15023,Wednesday
2061,Friday
13495,Sunday
14735,Tuesday
11424,Tuesday
6834,Saturday
307,Saturday
9408,Wednesday
9729,Wednesday
16154,Friday
7739,Tuesday
14749,Tuesday
4169,Friday
1606,Monday
1985,Thursday
13742,Thursday
5051,Saturday
5952,Tuesday
8302,Tuesday
6177,Friday
9901,Thursday
11771,Monday
14309,Saturday
14277,Wednesday
16112,Wednesday
495,Thursday
15343,Friday
16713,Thursday
9266,Sunday
6550,Wednesday
10339,Thursday
4595,Tuesday
9450,Tuesday
14380,Sunday
4486,Friday
1370,Monday
8588,Monday
1551,Sunday
7726,Friday
486,Tuesday
4103,Tuesday
16699,Sunday
10642,Saturday
5878,Wednesday
11538,Saturday
16106,Wednesday
10582,Tuesday
4187,Monday
15201,Monday
2224,Saturday
15737,Thursday
3669,Monday
15064,Thursday
5063,Thursday
8872,Thursday
6136,Tuesday
796,Friday
11458,Sunday
7759,Wednesday
4405,Tuesday
4112,Friday
14373,Sunday
1729,Friday
11441,Sunday
12114,Wednesday
15736,Sunday
16343,Wednesday
5274,Saturday
1891,Monday
8715,Thursday
16217,Thursday
13421,Monday
6186,Saturday
9502,Friday
4475,Friday
16279,Wednesday
10913,Sunday
12724,Friday
14246,Thursday
1169,Saturday
14709,Friday
6092,Wednesday
11196,Saturday
5486,Tuesday
5011,Sunday
10457,Thursday
3323,Sunday
16555,Tuesday
1044,Wednesday
13471,Monday
9324,Thursday
15876,Thursday
2054,Sunday
13076,Saturday
5105,Monday
1090,Sunday
394,Tuesday
4201,Thursday
13769,Thursday
14419,Friday
5027,Tuesday
13083,Wednesday
7731,Saturday
2583,Saturday
9466,Sunday
12074,Thursday
10415,Sunday
15791,Tuesday
2652,Wednesday
4128,Saturday
3143,Saturday
887,Thursday
8483,Thursday
14226,Friday
15830,Wednesday
5453,Saturday
12986,Tuesday
1381,Tuesday
12321,Tuesday
4956,Wednesday
3117,Tuesday
3709,Wednesday
15964,Saturday
9371,Wednesday
13258,Tuesday
14709,Saturday
6538,Saturday
10787,Friday
2607,Wednesday
13441,Monday
1494,Saturday
11973,Wednesday
11644,Monday
3034,Wednesday
2621,Tuesday
16429,Sunday
8353,Sunday
1455,Thursday
9694,Monday
1589,Tuesday
5299,Monday
16557,Sunday
5165,Friday
307,Wednesday
2716,Sunday
15506,Monday
4317,Sunday
10287,Wednesday
2462,Saturday
15282,Monday
11741,Wednesday
5237,Saturday
33,Sunday
11852,Thursday
1262,Saturday
6742,Saturday
8381,Friday
16283,Tuesday
8268,Friday
7829,Thursday
304,Saturday
10471,Thursday
13401,Thursday
12009,Friday
7818,Tuesday
3696,Monday
4526,Monday
2825,Wednesday
1216,Sunday
3678,Monday
15344,Tuesday
13351,Wednesday
3454,Thursday
9561,Wednesday
11935,Tuesday
8722,Thursday
7012,Sunday
2550,Monday
10710,Monday
1612,Friday
4055,Friday
11986,Sunday
9463,Friday
10906,Tuesday
1310,Monday
2906,Thursday
16068,Tuesday
8945,Sunday
3196,Tuesday
1279,Wednesday
245,Friday
16539,Saturday
4523,Friday
15302,Thursday
2373,Friday
734,Thursday
4043,Tuesday
2891,Saturday
4842,Saturday
16005,Wednesday
14388,Saturday
14041,Tuesday
6906,Tuesday
3826,Friday
13987,Sunday
9290,Monday
13079,Wednesday
16463,Monday
5125,Tuesday
12114,Monday
11767,Sunday
7180,Monday
2031,Wednesday
10028,Wednesday
10152,Wednesday
1355,Monday
3598,Thursday
8427,Sunday
9420,Sunday
24,Thursday
3786,Sunday
6774,Friday
14350,Monday
14273,Sunday
12922,Friday
8105,Wednesday
15395,Tuesday
10169,Monday
411,Saturday
6301,Wednesday
5518,Tuesday
7204,Saturday
14545,Sunday
2779,Wednesday
13004,Sunday
4996,Tuesday
11261,Wednesday
9136,Monday
7362,Friday
12065,Thursday
16566,Friday
2511,Tuesday
6953,Friday
1818,Thursday
9253,Saturday
8891,Friday
11451,Thursday
1477,Monday
4133,Friday
15745,Sunday
1461,Tuesday
12420,Friday
12616,Wednesday
12759,Saturday
11964,Tuesday
5433,Friday
3382,Sunday
11537,Monday
4133,Wednesday
13284,Tuesday
4590,Sunday
14980,Monday
5442,Friday
11915,Friday
8815,Friday
13685,Tuesday
2025,Tuesday
6572,Wednesday
6630,Friday
9991,Monday
6861,Thursday
9999,Friday
5000,Sunday
13078,Tuesday
1871,Friday
5671,Friday
7247,Thursday
1712,Monday
13255,Friday
9387,Friday
12289,Tuesday
10047,Wednesday
7474,Tuesday
2400,Thursday
10308,Saturday
9679,Saturday
5106,Friday
7542,Friday
5534,Sunday
4424,Wednesday
631,Wednesday
2673,Wednesday
4778,Saturday
1310,Saturday
4587,Saturday
7414,Friday
3264,Monday
3111,Sunday
14421,Wednesday
12865,Monday
1401,Saturday
2659,Wednesday
7919,Wednesday
739,Tuesday
2103,Wednesday
8371,Tuesday
7338,Saturday
8068,Wednesday
14420,Wednesday
6433,Thursday
13840,Friday
10490,Sunday
2176,Friday
13238,Thursday
16664,Monday
5162,Monday
12712,Saturday
6191,Saturday
12160,Friday
9174,Wednesday
4016,Saturday
13826,Saturday
4767,Monday
214,Friday
12378,Saturday
14375,Sunday
10770,Saturday
9367,Saturday
14094,Friday
3252,Friday
14601,Saturday
6290,Thursday
12047,Sunday
325,Tuesday
8748,Saturday
7228,Saturday
997,Sunday
2935,Monday
8475,Tuesday
86,Tuesday
6237,Tuesday
972,Sunday
15427,Monday
965,Friday
152,Saturday
10349,Wednesday
11624,Monday
14078,Thursday
14623,Saturday
14793,Saturday
7821,Thursday
4558,Tuesday
754,Sunday
8434,Saturday
9395,Saturday
4120,Wednesday
11605,Sunday
8128,Thursday
7278,Sunday
5207,Friday
15950,Wednesday
2803,Tuesday
5252,Friday
9889,Saturday
13529,Monday
8436,Wednesday
13396,Friday
7688,Monday
7379,Wednesday
477,Wednesday
6781,Friday
16348,Tuesday
3316,Tuesday
4650,Friday
2197,Friday
612,Friday
9172,Friday
6282,Wednesday
5768,Thursday
7741,Saturday
16435,Wednesday
14441,Thursday
9317,Tuesday
11358,Thursday
3577,Sunday
15993,Tuesday
667,Friday
6991,Saturday
2645,Saturday
10980,Saturday
13390,Sunday
12476,Sunday
2155,Sunday
9175,Monday
11564,Monday
5720,Wednesday
7543,Sunday
6103,Saturday
4121,Saturday
10570,Monday
11949,Wednesday
6965,Saturday
1123,Sunday
5940,Sunday
7533,Saturday
3347,Thursday
11617,Friday
10194,Tuesday
13229,Sunday
11457,Saturday
4527,Sunday
10736,Thursday
10534,Saturday
7203,Wednesday
16315,Tuesday
9976,Wednesday
14134,Wednesday
10819,Sunday
15144,Sunday
170,Tuesday
12054,Tuesday
6742,Saturday
1653,Thursday
9998,Sunday
15269,Monday
4791,Friday
9293,Sunday
5454,Tuesday
10538,Wednesday
10254,Wednesday
15861,Friday
2393,Wednesday
11113,Wednesday
3468,Saturday
13532,Sunday
11046,Friday
1767,Sunday
13963,Sunday
12200,Wednesday
5601,Sunday
11089,Wednesday
3885,Wednesday
11472,Friday
4744,Thursday
7765,Monday
8007,Sunday
984,Wednesday
3302,Thursday
8526,Monday
7804,Thursday
4847,Saturday
3582,Friday
5809,Thursday
5248,Wednesday
2719,Monday
13407,Tuesday
16204,Friday
3072,Friday
11613,Monday
2503,Monday
816,Monday
3276,Saturday
3854,Friday
1004,Friday
10825,Monday
13475,Saturday
11054,Friday
9253,Thursday
15039,Saturday
12293,Thursday
3577,Saturday
1612,Wednesday
15322,Wednesday
7821,Thursday
6859,Sunday
10088,Monday
7113,Saturday
4261,Thursday
3311,Friday
8610,Wednesday
6880,Friday
11721,Monday
1463,Saturday
5991,Friday
15329,Tuesday
1302,Monday
9151,Wednesday
8754,Friday
6248,Monday
7921,Sunday
1575,Wednesday
11538,Sunday
8,Wednesday
893,Friday
12557,Friday
258,Wednesday
16398,Friday
14783,Friday
3503,Wednesday
9908,Monday
11092,Friday
904,Friday
14760,Sunday
3867,Saturday
7475,Tuesday
14292,Saturday
9717,Thursday
10532,Friday
13444,Monday
14093,Sunday
4981,Wednesday
217,Saturday
1246,Friday
4825,Saturday
12311,Sunday
1941,Monday
9020,Tuesday
2856,Sunday
15611,Wednesday
13067,Wednesday
415,Saturday
14851,Sunday
46,Tuesday
7330,Wednesday
7045,Monday
11373,Friday
8254,Friday
16258,Tuesday
3710,Sunday
4346,Wednesday
8130,Monday
12869,Friday
13478,Thursday
6141,Tuesday
323,Monday
7095,Saturday
6538,Tuesday
3464,Saturday
16469,Tuesday
6143,Sunday
214,Thursday
9679,Thursday
5408,Sunday
4345,Thursday
5495,Saturday
8753,Saturday
7997,Tuesday
8937,Thursday
5979,Tuesday
3181,Tuesday
530,Thursday
10003,Wednesday
9861,Saturday
11257,Thursday
254,Thursday
3799,Friday
14101,Sunday
16497,Friday
11938,Tuesday
14115,Saturday
9113,Saturday
3051,Tuesday
654,Saturday
2737,Monday
14912,Wednesday
450,Friday
4078,Thursday
14886,Friday
4619,Wednesday
2694,Monday
13321,Thursday
8584,Thursday
8355,Sunday
15741,Wednesday
9238,Tuesday
1680,Thursday
14738,Friday
12314,Sunday
11220,Thursday
10974,Monday
9513,Friday
10193,Wednesday
16070,Wednesday
16515,Wednesday
77,Thursday
1930,Friday
9557,Thursday
9111,Monday
2483,Friday
1704,Wednesday
7827,Sunday
255,Wednesday
8218,Friday
14451,Wednesday
8831,Friday
13282,Thursday
15286,Monday
2976,Wednesday
14975,Monday
7108,Monday
4581,Tuesday
10421,Monday
11252,Tuesday
5970,Friday
10853,Sunday
14220,Sunday
3689,Thursday
12834,Thursday
15168,Saturday
13089,Tuesday
7753,Wednesday
2375,Saturday
4645,Thursday
12725,Friday
9281,Saturday
14083,Sunday
7964,Tuesday
16693,Saturday
6587,Friday
6050,Monday
3977,Sunday
12565,Saturday
7224,Thursday
1244,Friday
8155,Monday
11010,Wednesday
3433,Saturday
15545,Sunday
9167,Tuesday
11810,Sunday
10569,Monday
7480,Thursday
15793,Wednesday
8999,Wednesday
4793,Monday
14058,Friday
9936,Monday
8531,Wednesday
369,Thursday
14099,Friday
7045,Wednesday
3816,Tuesday
1373,Tuesday
14026,Wednesday
11519,Friday
10350,Friday
4388,Monday
16620,Wednesday
10995,Monday
12815,Monday
79,Thursday
5547,Saturday
13690,Wednesday
8468,Thursday
4878,Friday
1410,Friday
9484,Tuesday
3735,Saturday
14660,Tuesday
13730,Wednesday
6943,Friday
10185,Sunday
12018,Sunday
1433,Wednesday
3703,Tuesday
14491,Saturday
1421,Tuesday
15619,Saturday
5827,Tuesday
14057,Monday
9365,Wednesday
104,Friday
13301,Monday
5648,Thursday
12392,Tuesday
13980,Tuesday
11020,Thursday
1494,Wednesday
14400,Thursday
15314,Sunday
14344,Saturday
8174,Wednesday
3094,Monday
16444,Monday
1464,Friday
1874,Thursday
2745,Friday
5090,Sunday
10125,Wednesday
13059,Monday
4318,Saturday
15463,Tuesday
15552,Monday
16372,Monday
3075,Thursday
9956,Monday
14316,Saturday
15288,Sunday
4356,Monday
12927,Friday
6411,Thursday
6550,Thursday
6660,Saturday
9355,Monday
984,Wednesday
13708,Wednesday
11050,Sunday
5784,Thursday
3885,Monday
14862,Sunday
14874,Sunday
2892,Monday
8032,Tuesday
14991,Sunday
1999,Thursday
8135,Monday
4510,Saturday
15777,Thursday
16363,Friday
13198,Saturday
14681,Friday
3399,Sunday
16454,Sunday
5769,Monday
8656,Monday
14935,Thursday
1796,Thursday
1805,Friday
963,Tuesday
14633,Saturday
14914,Friday
10614,Wednesday
8600,Sunday
14109,Thursday
11041,Wednesday
11853,Friday
4239,Friday
13488,Thursday
148,Saturday
6287,Wednesday
13668,Monday
15006,Monday
6658,Monday
14862,Monday
3031,Tuesday
16289,Monday
9329,Wednesday
8115,Friday
14570,Thursday
11519,Wednesday
10827,Monday
12094,Wednesday
4143,Wednesday
9118,Monday
15284,Monday
8217,Friday
136,Thursday
5397,Wednesday
15763,Friday
15639,Saturday
8864,Saturday
8765,Tuesday
3882,Friday
3836,Thursday
7864,Wednesday
14342,Monday
11711,Wednesday
3626,Friday
699,Saturday
2873,Sunday
7261,Tuesday
1501,Saturday
1954,Monday
2554,Wednesday
3663,Monday
977,Monday
11749,Sunday
7856,Friday
7833,Thursday
12587,Monday
1922,Tuesday
12089,Wednesday
16275,Thursday
12378,Friday
1693,Wednesday
4101,Monday
11237,Wednesday
9143,Wednesday
5201,Tuesday
12799,Tuesday
10553,Thursday
16713,Saturday
15541,Friday
12883,Thursday
8269,Monday
3255,Friday
15984,Tuesday
6376,Tuesday
2856,Monday
289,Tuesday
9061,Tuesday
4147,Sunday
6358,Sunday
3435,Sunday
2148,Friday
6449,Sunday
6979,Friday
4894,Monday
1647,Monday
15165,Saturday
10487,Friday
6713,Friday
16023,Friday
4916,Thursday
16070,Monday
15328,Wednesday
6460,Tuesday
11820,Wednesday
1488,Friday
11394,Wednesday
11140,Saturday
119,Saturday
4658,Wednesday
5308,Saturday
10610,Thursday
16587,Sunday
16583,Thursday
780,Wednesday
4789,Thursday
3337,Sunday
9323,Sunday
1043,Friday
11083,Wednesday
1936,Thursday
14336,Wednesday
2067,Monday
2640,Thursday
4834,Sunday
9084,Saturday
1089,Thursday
333,Monday
4549,Saturday
13566,Wednesday
14786,Thursday
5375,Friday
15380,Monday
4512,Thursday
15765,Sunday
4090,Sunday
12649,Thursday
3208,Sunday
733,Saturday
8995,Sunday
4560,Friday
12148,Monday
4874,Saturday
43,Saturday
419,Thursday
7131,Monday
9571,Saturday
9030,Monday
6578,Monday
6359,Friday
4477,Sunday
2486,Saturday
3320,Tuesday
9241,Friday
14786,Monday
12996,Tuesday
775,Wednesday
4857,Sunday
11279,Saturday
12173,Friday
7310,Tuesday
5421,Friday
1290,Friday
15717,Friday
13057,Monday
15037,Wednesday
8682,Tuesday
12678,Monday
13768,Tuesday
10692,Wednesday
16454,Sunday
1975,Sunday
2376,Tuesday
7282,Tuesday
14641,Monday
2397,Tuesday
14059,Saturday
8239,Thursday
15080,Thursday
3087,Thursday
10286,Friday
6119,Sunday
11446,Friday
4517,Monday
11386,Sunday
13415,Wednesday
1899,Thursday
4726,Thursday
11066,Friday
1093,Saturday
7757,Saturday
14836,Saturday
